,Unnamed: 0,Location,Date,SO2,CO,O3,NO2,PM10,PM25
4796,4796,서울,2015-12-05,0.005,0.615,0.015,0.032,33.919,16.319
4797,4797,서울,2015-12-06,0.006,0.597,0.012,0.034,34.149,18.622
4798,4798,서울,2015-12-07,0.005,0.82,0.004,0.049,50.862,28.527
4799,4799,서울,2015-12-08,0.007,1.034,0.003,0.062,62.473,35.104
4800,4800,서울,2015-12-09,0.007,1.102,0.003,0.064,70.364,39.177
4801,4801,서울,2015-12-10,0.006,0.916,0.003,0.049,46.779,28.329
4802,4802,서울,2015-12-11,0.005,0.629,0.016,0.029,33.812,21.527
4803,4803,서울,2015-12-12,0.005,0.568,0.015,0.035,31.35,16.654
4804,4804,서울,2015-12-13,0.006,0.768,0.007,0.045,41.911,24.915
4805,4805,서울,2015-12-14,0.005,0.811,0.003,0.046,47.44,29.533
4806,4806,서울,2015-12-15,0.005,0.673,0.013,0.031,54.738,33.681
4807,4807,서울,2015-12-16,0.005,0.374,0.021,0.016,28.273,13.661
4808,4808,서울,2015-12-17,0.004,0.359,0.016,0.017,20.456,10.817
4809,4809,서울,2015-12-18,0.006,0.788,0.004,0.044,42.749,23.209
4810,4810,서울,2015-12-19,0.006,0.938,0.004,0.05,62.513,35.573
4811,4811,서울,2015-12-20,0.006,0.937,0.004,0.052,56.635,34.341
4812,4812,서울,2015-12-21,0.005,0.776,0.004,0.044,52.597,33.62
4813,4813,서울,2015-12-22,0.006,0.815,0.004,0.045,62.775,38.302
4814,4814,서울,2015-12-23,0.006,0.891,0.005,0.049,59.607,36.506
4815,4815,서울,2015-12-24,0.007,0.9,0.012,0.041,100.258,61.735
4816,4816,서울,2015-12-25,0.006,0.453,0.018,0.026,29.327,15.993
4817,4817,서울,2015-12-26,0.006,0.764,0.012,0.035,77.192,40.691
4818,4818,서울,2015-12-27,0.005,0.433,0.019,0.019,29.94,16.03
4819,4819,서울,2015-12-28,0.005,0.507,0.015,0.027,27.81,14.918
4820,4820,서울,2015-12-29,0.007,0.984,0.004,0.052,57.145,31.71
4821,4821,서울,2015-12-30,0.006,0.826,0.004,0.05,59.556,34.951
4822,4822,서울,2015-12-31,0.006,0.845,0.007,0.042,63.472,42.773
4823,4823,울산,2015-10-01,0.006,0.549,0.031,0.02,19.894,10.809
4824,4824,울산,2015-10-02,0.005,0.367,0.023,0.019,28.562,10.672
4825,4825,울산,2015-10-03,0.01,0.523,0.03,0.025,48.254,23.535
4826,4826,울산,2015-10-04,0.006,0.427,0.035,0.014,42.197,20.155
4827,4827,울산,2015-10-05,0.004,0.385,0.025,0.019,26.944,12.127
4828,4828,울산,2015-10-06,0.006,0.397,0.024,0.023,28.625,14.156
4829,4829,울산,2015-10-07,0.007,0.401,0.026,0.019,25.7,13.257
4830,4830,울산,2015-10-08,0.007,0.504,0.022,0.029,38.955,20.687
4831,4831,울산,2015-10-09,0.006,0.588,0.031,0.025,49.596,32.904
4832,4832,울산,2015-10-10,0.007,0.477,0.034,0.018,36.489,18.681
4833,4833,울산,2015-10-11,0.006,0.458,0.032,0.011,26.489,16.311
4834,4834,울산,2015-10-12,0.006,0.467,0.02,0.021,27.391,16.587
4835,4835,울산,2015-10-13,0.005,0.472,0.021,0.028,32.702,19.965
4836,4836,울산,2015-10-14,0.006,0.566,0.036,0.024,42.043,27.314
4837,4837,울산,2015-10-15,0.006,0.634,0.035,0.025,47.38,31.718
4838,4838,울산,2015-10-16,0.006,0.53,0.032,0.021,38.928,23.623
4839,4839,울산,2015-10-17,0.004,0.487,0.029,0.016,27.478,15.567
4840,4840,울산,2015-10-18,0.011,0.616,0.036,0.026,45.13,32.478
4841,4841,울산,2015-10-19,0.007,0.722,0.035,0.023,60.283,39.4
4842,4842,울산,2015-10-20,0.008,0.828,0.042,0.026,102.517,70.172
4843,4843,울산,2015-10-21,0.006,0.73,0.031,0.026,81.636,53.106
4844,4844,울산,2015-10-22,0.005,0.547,0.034,0.015,49.345,29.418
4845,4845,울산,2015-10-23,0.008,0.57,0.027,0.029,46.239,24.254
4846,4846,울산,2015-10-24,0.005,0.69,0.037,0.024,81.958,57.778
4847,4847,울산,2015-10-25,0.005,0.366,0.031,0.011,32.915,12.592
4848,4848,울산,2015-10-26,0.005,0.438,0.023,0.021,28.887,12.746
4849,4849,울산,2015-10-27,0.007,0.556,0.021,0.024,43.864,19.152
4850,4850,울산,2015-10-28,0.004,0.433,0.024,0.02,41.557,15.129
4851,4851,울산,2015-10-29,0.006,0.556,0.018,0.032,54.514,27.542
4852,4852,울산,2015-10-30,0.003,0.385,0.024,0.018,33.264,17.014
4853,4853,울산,2015-10-31,0.003,0.396,0.021,0.019,29.662,12.507
4854,4854,울산,2015-11-01,0.004,0.532,0.014,0.027,41.544,24.018
4855,4855,울산,2015-11-02,0.005,0.536,0.021,0.029,40.717,24.934
4856,4856,울산,2015-11-03,0.006,0.608,0.027,0.033,56.847,35.653
4857,4857,울산,2015-11-04,0.009,0.636,0.026,0.037,54.393,35.068
4858,4858,울산,2015-11-05,0.009,0.682,0.017,0.045,56.467,36.042
4859,4859,울산,2015-11-06,0.005,0.618,0.033,0.023,55.017,33.907
4860,4860,울산,2015-11-07,0.004,0.651,0.021,0.024,30.21,20.77
4861,4861,울산,2015-11-08,0.005,0.6,0.019,0.019,16.886,8.8
4862,4862,울산,2015-11-09,0.003,0.592,0.02,0.019,19.422,10.067
4863,4863,울산,2015-11-10,0.004,0.545,0.018,0.02,23.182,12.04
4864,4864,울산,2015-11-11,0.005,0.537,0.02,0.02,20.926,9.259
4865,4865,울산,2015-11-12,0.004,0.488,0.033,0.013,23.212,10.153
4866,4866,울산,2015-11-13,0.005,0.466,0.03,0.017,16.651,7.783
4867,4867,울산,2015-11-14,0.005,0.548,0.014,0.025,27.451,14.028
4868,4868,울산,2015-11-15,0.006,0.554,0.016,0.022,29.854,17.305
4869,4869,울산,2015-11-16,0.009,0.614,0.011,0.032,32.52,18.294
4870,4870,울산,2015-11-17,0.01,0.56,0.014,0.024,25.905,14.726
4871,4871,울산,2015-11-18,0.012,0.404,0.024,0.015,13.142,7.283
4872,4872,울산,2015-11-19,0.005,0.415,0.017,0.02,24.69,9.974
4873,4873,울산,2015-11-20,0.005,0.509,0.012,0.029,33.915,16.812
4874,4874,울산,2015-11-21,0.005,0.631,0.01,0.028,41.168,24.714
4875,4875,울산,2015-11-22,0.005,0.622,0.021,0.016,33.932,21.085
4876,4876,울산,2015-11-23,0.006,0.504,0.017,0.018,19.381,8.549
4877,4877,울산,2015-11-24,0.006,0.478,0.02,0.016,21.973,10.409
4878,4878,울산,2015-11-25,0.005,0.391,0.018,0.02,19.0,9.361
4879,4879,울산,2015-11-26,0.005,0.307,0.027,0.014,21.265,10.431
4880,4880,울산,2015-11-27,0.004,0.31,0.023,0.016,29.583,17.47
4881,4881,울산,2015-11-28,0.004,0.378,0.02,0.021,29.903,17.912
4882,4882,울산,2015-11-29,0.009,0.543,0.015,0.029,43.125,29.475
4883,4883,울산,2015-11-30,0.007,0.625,0.017,0.03,52.692,34.778
4884,4884,울산,2015-12-01,0.006,0.613,0.017,0.028,54.16,35.267
4885,4885,울산,2015-12-02,0.006,0.664,0.012,0.032,51.372,31.65
4886,4886,울산,2015-12-03,0.005,0.405,0.024,0.012,36.507,17.642
4887,4887,울산,2015-12-04,0.004,0.355,0.026,0.014,25.3,13.931
4888,4888,울산,2015-12-05,0.004,0.424,0.02,0.02,38.944,20.552
4889,4889,울산,2015-12-06,0.004,0.482,0.016,0.022,42.042,22.685
4890,4890,울산,2015-12-07,0.004,0.521,0.014,0.026,36.923,19.528
4891,4891,울산,2015-12-08,0.004,0.496,0.016,0.024,26.25,12.55
4892,4892,울산,2015-12-09,0.005,0.562,0.01,0.03,30.435,14.471
4893,4893,울산,2015-12-10,0.005,0.638,0.006,0.033,27.768,16.776
4894,4894,울산,2015-12-11,0.006,0.472,0.029,0.013,26.922,12.837
4895,4895,울산,2015-12-12,0.004,0.412,0.025,0.017,34.271,14.41
4896,4896,울산,2015-12-13,0.004,0.515,0.02,0.021,34.972,18.528
4897,4897,울산,2015-12-14,0.004,0.613,0.01,0.033,40.352,22.176
4898,4898,울산,2015-12-15,0.004,0.601,0.015,0.026,41.856,26.942
4899,4899,울산,2015-12-16,0.004,0.457,0.017,0.021,37.008,18.76
4900,4900,울산,2015-12-17,0.004,0.321,0.018,0.017,26.415,10.492
4901,4901,울산,2015-12-18,0.004,0.401,0.017,0.021,29.511,12.801
4902,4902,울산,2015-12-19,0.004,0.552,0.015,0.027,45.049,25.552
4903,4903,울산,2015-12-20,0.005,0.684,0.006,0.038,52.82,31.424
4904,4904,울산,2015-12-21,0.004,0.619,0.01,0.032,38.119,24.817
4905,4905,울산,2015-12-22,0.004,0.601,0.012,0.031,40.191,23.865
4906,4906,울산,2015-12-23,0.004,0.673,0.008,0.035,36.158,21.302
4907,4907,울산,2015-12-24,0.004,0.578,0.016,0.029,50.215,31.771
4908,4908,울산,2015-12-25,0.004,0.453,0.026,0.017,35.813,21.896
4909,4909,울산,2015-12-26,0.007,0.736,0.019,0.032,72.91,39.924
4910,4910,울산,2015-12-27,0.004,0.62,0.025,0.019,66.417,37.549
4911,4911,울산,2015-12-28,0.004,0.415,0.025,0.016,27.814,11.486
4912,4912,울산,2015-12-29,0.004,0.516,0.02,0.023,35.674,18.244
4913,4913,울산,2015-12-30,0.006,0.629,0.013,0.034,45.958,24.838
4914,4914,울산,2015-12-31,0.005,0.697,0.018,0.03,66.51,43.58
4915,4915,인천,2015-10-01,0.004,0.406,0.021,0.017,24.429,804.238
4916,4916,인천,2015-10-02,0.005,0.385,0.035,0.013,41.702,10.191
4917,4917,인천,2015-10-03,0.005,0.44,0.047,0.009,52.056,813.087
4918,4918,인천,2015-10-04,0.005,0.428,0.03,0.017,33.894,14.163
4919,4919,인천,2015-10-05,0.005,0.523,0.024,0.03,33.816,752.574
4920,4920,인천,2015-10-06,0.005,0.516,0.027,0.031,36.27,1278.352
4921,4921,인천,2015-10-07,0.005,0.534,0.023,0.031,48.728,2804.15
4922,4922,인천,2015-10-08,0.006,0.508,0.031,0.022,53.189,26.844
4923,4923,인천,2015-10-09,0.005,0.345,0.032,0.011,36.5,11.25
4924,4924,인천,2015-10-10,0.005,0.409,0.03,0.015,27.647,1169.694
4925,4925,인천,2015-10-11,0.004,0.399,0.022,0.014,21.843,11.893
4926,4926,인천,2015-10-12,0.005,0.396,0.024,0.012,21.152,11.622
4927,4927,인천,2015-10-13,0.006,0.567,0.033,0.023,43.006,20.415
4928,4928,인천,2015-10-14,0.006,0.738,0.031,0.032,57.5,31.715
4929,4929,인천,2015-10-15,0.007,0.865,0.036,0.045,78.589,603.611
4930,4930,인천,2015-10-16,0.006,0.718,0.035,0.035,86.931,55.441
4931,4931,인천,2015-10-17,0.006,0.718,0.031,0.039,77.513,45.545
4932,4932,인천,2015-10-18,0.006,0.704,0.04,0.025,87.398,1130.059
4933,4933,인천,2015-10-19,0.006,0.842,0.029,0.035,111.52,72.576
4934,4934,인천,2015-10-20,0.007,0.668,0.027,0.032,89.925,51.511
4935,4935,인천,2015-10-21,0.006,0.796,0.031,0.029,118.075,67.193
4936,4936,인천,2015-10-22,0.005,0.763,0.022,0.032,102.147,62.5
4937,4937,인천,2015-10-23,0.006,0.504,0.023,0.027,50.438,26.573
4938,4938,인천,2015-10-24,0.005,0.521,0.034,0.017,46.466,25.36
4939,4939,인천,2015-10-25,0.004,0.439,0.026,0.025,37.747,18.121
4940,4940,인천,2015-10-26,0.005,0.449,0.02,0.031,39.163,18.942
4941,4941,인천,2015-10-27,0.005,0.375,0.029,0.013,50.451,585.771
4942,4942,인천,2015-10-28,0.005,0.383,0.027,0.019,36.46,14.344
4943,4943,인천,2015-10-29,0.005,0.377,0.023,0.021,29.387,14.012
4944,4944,인천,2015-10-30,0.005,0.348,0.024,0.014,34.774,1231.567
4945,4945,인천,2015-10-31,0.005,0.419,0.021,0.022,36.295,18.153
4946,4946,인천,2015-11-01,0.006,0.59,0.013,0.035,55.484,29.089
4947,4947,인천,2015-11-02,0.006,0.625,0.025,0.029,59.542,30.199
4948,4948,인천,2015-11-03,0.008,0.733,0.031,0.037,80.415,45.585
4949,4949,인천,2015-11-04,0.008,0.937,0.027,0.051,96.619,62.624
4950,4950,인천,2015-11-05,0.007,0.861,0.027,0.047,98.581,64.903
4951,4951,인천,2015-11-06,0.004,0.578,0.026,0.028,62.484,37.344
4952,4952,인천,2015-11-07,0.004,0.476,0.024,0.019,16.27,14873.318
4953,4953,인천,2015-11-08,0.003,0.49,0.023,0.018,9.064,3204.584
4954,4954,인천,2015-11-09,0.004,0.578,0.023,0.016,38.975,633.543
4955,4955,인천,2015-11-10,0.004,0.742,0.022,0.024,78.868,45.852
4956,4956,인천,2015-11-11,0.005,0.851,0.016,0.037,84.941,52.586
4957,4957,인천,2015-11-12,0.004,0.604,0.016,0.03,31.274,14.554
4958,4958,인천,2015-11-13,0.004,0.481,0.015,0.028,20.063,709.755
4959,4959,인천,2015-11-14,0.004,0.454,0.019,0.021,15.176,5608.968
4960,4960,인천,2015-11-15,0.005,0.586,0.018,0.021,28.177,13.347
4961,4961,인천,2015-11-16,0.004,0.722,0.008,0.035,38.382,21.338
4962,4962,인천,2015-11-17,0.005,0.639,0.023,0.018,29.129,13.782
4963,4963,인천,2015-11-18,0.004,0.53,0.017,0.022,19.503,663.458
4964,4964,인천,2015-11-19,0.004,0.515,0.01,0.027,22.586,725.357
4965,4965,인천,2015-11-20,0.006,0.656,0.017,0.024,46.651,25.163
4966,4966,인천,2015-11-21,0.006,0.81,0.02,0.025,59.103,1249.267
4967,4967,인천,2015-11-22,0.005,0.632,0.018,0.02,40.045,22.194
4968,4968,인천,2015-11-23,0.004,0.495,0.017,0.019,19.352,7.703
4969,4969,인천,2015-11-24,0.005,0.523,0.018,0.02,36.067,691.114
4970,4970,인천,2015-11-25,0.004,0.38,0.023,0.015,21.008,10.907
4971,4971,인천,2015-11-26,0.005,0.405,0.027,0.012,39.378,24.189
4972,4972,인천,2015-11-27,0.005,0.412,0.024,0.019,41.09,26.517
4973,4973,인천,2015-11-28,0.006,0.613,0.014,0.033,50.762,641.616
4974,4974,인천,2015-11-29,0.006,0.664,0.009,0.036,57.289,1242.0
4975,4975,인천,2015-11-30,0.007,0.72,0.019,0.027,55.129,35.365
4976,4976,인천,2015-12-01,0.006,0.958,0.01,0.048,71.505,44.356
4977,4977,인천,2015-12-02,0.006,0.771,0.016,0.03,67.818,37.635
4978,4978,인천,2015-12-03,0.005,0.446,0.022,0.014,26.2,14.535
4979,4979,인천,2015-12-04,0.006,0.515,0.018,0.024,45.835,629.146
4980,4980,인천,2015-12-05,0.006,0.54,0.022,0.02,37.678,17.633
4981,4981,인천,2015-12-06,0.006,0.53,0.019,0.022,38.325,20.825
4982,4982,인천,2015-12-07,0.007,0.688,0.017,0.03,57.016,576.141
4983,4983,인천,2015-12-08,0.007,0.803,0.016,0.038,64.698,1714.961
4984,4984,인천,2015-12-09,0.008,1.201,0.008,0.062,97.967,59.489
4985,4985,인천,2015-12-10,0.007,0.945,0.007,0.045,69.771,41.352
4986,4986,인천,2015-12-11,0.006,0.663,0.021,0.025,46.246,25.337
4987,4987,인천,2015-12-12,0.005,0.543,0.018,0.031,36.955,3371.475
4988,4988,인천,2015-12-13,0.006,0.616,0.022,0.026,41.318,592.682
4989,4989,인천,2015-12-14,0.005,0.875,0.011,0.038,60.012,621.526
4990,4990,인천,2015-12-15,0.007,0.692,0.021,0.022,59.842,601.774
4991,4991,인천,2015-12-16,0.006,0.472,0.024,0.013,30.593,632.71
4992,4992,인천,2015-12-17,0.005,0.477,0.02,0.014,22.806,1562.434
4993,4993,인천,2015-12-18,0.007,0.957,0.007,0.045,61.079,31.461
4994,4994,인천,2015-12-19,0.007,1.037,0.01,0.044,84.108,49.956
4995,4995,인천,2015-12-20,0.007,1.039,0.009,0.047,75.132,703.487
4996,4996,인천,2015-12-21,0.008,1.038,0.009,0.045,81.014,45.404
4997,4997,인천,2015-12-22,0.006,1.065,0.011,0.041,91.434,53.63
4998,4998,인천,2015-12-23,0.008,0.868,0.019,0.031,77.707,45.359
4999,4999,인천,2015-12-24,0.009,0.896,0.026,0.024,100.865,68.614
5000,5000,인천,2015-12-25,0.006,0.535,0.023,0.021,28.661,1831.915
5001,5001,인천,2015-12-26,0.008,0.908,0.019,0.026,91.343,50.331
5002,5002,인천,2015-12-27,0.006,0.531,0.025,0.013,30.448,15.037
5003,5003,인천,2015-12-28,0.006,0.644,0.019,0.023,30.731,15.606
5004,5004,인천,2015-12-29,0.008,1.049,0.012,0.043,68.477,612.977
5005,5005,인천,2015-12-30,0.007,0.938,0.01,0.044,68.0,1209.661
5006,5006,인천,2015-12-31,0.007,0.888,0.017,0.03,67.029,1213.626
5007,5007,전남,2015-10-01,0.003,0.38,0.028,0.009,12.344,8.303
5008,5008,전남,2015-10-02,0.004,0.273,0.027,0.01,26.42,9.046
5009,5009,전남,2015-10-03,0.004,0.37,0.035,0.012,41.915,24.021
5010,5010,전남,2015-10-04,0.004,0.373,0.034,0.011,32.417,19.0
5011,5011,전남,2015-10-05,0.005,0.413,0.031,0.015,32.299,20.716
5012,5012,전남,2015-10-06,0.005,0.433,0.033,0.018,36.026,24.111
5013,5013,전남,2015-10-07,0.005,0.449,0.037,0.02,44.342,29.8
5014,5014,전남,2015-10-08,0.005,0.425,0.032,0.019,44.836,29.961
5015,5015,전남,2015-10-09,0.004,0.31,0.035,0.01,31.86,15.615
5016,5016,전남,2015-10-10,0.004,0.368,0.036,0.011,33.831,18.451
5017,5017,전남,2015-10-11,0.003,0.352,0.035,0.006,22.112,10.986
5018,5018,전남,2015-10-12,0.003,0.353,0.028,0.01,20.935,10.992
5019,5019,전남,2015-10-13,0.003,0.323,0.027,0.014,24.715,13.569
5020,5020,전남,2015-10-14,0.006,0.511,0.035,0.019,38.071,22.657
5021,5021,전남,2015-10-15,0.005,0.553,0.039,0.02,43.741,30.899
5022,5022,전남,2015-10-16,0.006,0.585,0.04,0.02,50.479,36.331
5023,5023,전남,2015-10-17,0.004,0.58,0.04,0.019,48.93,34.486
5024,5024,전남,2015-10-18,0.005,0.611,0.041,0.018,42.294,30.084
5025,5025,전남,2015-10-19,0.005,0.557,0.044,0.02,51.929,37.429
5026,5026,전남,2015-10-20,0.006,0.673,0.046,0.025,87.336,63.343
5027,5027,전남,2015-10-21,0.006,0.752,0.045,0.024,111.738,81.752
5028,5028,전남,2015-10-22,0.004,0.601,0.043,0.018,93.122,66.101
5029,5029,전남,2015-10-23,0.005,0.542,0.041,0.019,74.57,50.965
5030,5030,전남,2015-10-24,0.004,0.547,0.04,0.015,78.431,57.146
5031,5031,전남,2015-10-25,0.004,0.376,0.037,0.011,36.965,21.225
5032,5032,전남,2015-10-26,0.005,0.317,0.031,0.013,30.804,13.825
5033,5033,전남,2015-10-27,0.003,0.349,0.029,0.011,48.271,14.458
5034,5034,전남,2015-10-28,0.003,0.318,0.027,0.015,37.681,13.142
5035,5035,전남,2015-10-29,0.005,0.391,0.027,0.016,42.324,21.662
5036,5036,전남,2015-10-30,0.004,0.316,0.03,0.011,29.701,13.722
5037,5037,전남,2015-10-31,0.004,0.339,0.027,0.01,22.437,12.049
5038,5038,전남,2015-11-01,0.006,0.505,0.015,0.02,36.95,25.739
5039,5039,전남,2015-11-02,0.005,0.463,0.025,0.017,41.314,29.847
5040,5040,전남,2015-11-03,0.009,0.688,0.026,0.027,55.938,40.715
5041,5041,전남,2015-11-04,0.007,0.655,0.023,0.028,51.504,38.555
5042,5042,전남,2015-11-05,0.005,0.543,0.023,0.026,47.149,36.582
5043,5043,전남,2015-11-06,0.005,0.48,0.033,0.018,50.287,37.266
5044,5044,전남,2015-11-07,0.003,0.441,0.029,0.012,21.431,18.771
5045,5045,전남,2015-11-08,0.004,0.55,0.017,0.014,15.115,10.741
5046,5046,전남,2015-11-09,0.003,0.467,0.026,0.009,33.0,27.085
5047,5047,전남,2015-11-10,0.004,0.563,0.034,0.015,72.282,64.93
5048,5048,전남,2015-11-11,0.003,0.457,0.023,0.017,49.086,39.863
5049,5049,전남,2015-11-12,0.004,0.338,0.027,0.013,23.978,14.241
5050,5050,전남,2015-11-13,0.004,0.332,0.029,0.011,11.845,8.232
5051,5051,전남,2015-11-14,0.005,0.474,0.015,0.015,17.7,12.264
5052,5052,전남,2015-11-15,0.004,0.399,0.025,0.013,15.804,10.797
5053,5053,전남,2015-11-16,0.005,0.509,0.014,0.019,24.697,17.57
5054,5054,전남,2015-11-17,0.004,0.56,0.015,0.018,21.667,14.348
5055,5055,전남,2015-11-18,0.003,0.409,0.021,0.01,11.426,7.645
5056,5056,전남,2015-11-19,0.004,0.402,0.018,0.013,15.426,9.529
5057,5057,전남,2015-11-20,0.005,0.496,0.014,0.017,20.5,13.819
5058,5058,전남,2015-11-21,0.004,0.549,0.011,0.018,31.517,22.818
5059,5059,전남,2015-11-22,0.004,0.609,0.017,0.016,37.12,28.338
5060,5060,전남,2015-11-23,0.004,0.517,0.014,0.016,26.551,19.319
5061,5061,전남,2015-11-24,0.004,0.457,0.024,0.011,26.322,20.056
5062,5062,전남,2015-11-25,0.003,0.378,0.022,0.011,13.399,10.377
5063,5063,전남,2015-11-26,0.003,0.268,0.032,0.006,11.986,8.45
5064,5064,전남,2015-11-27,0.003,0.314,0.027,0.009,19.559,13.748
5065,5065,전남,2015-11-28,0.005,0.382,0.021,0.015,31.863,23.504
5066,5066,전남,2015-11-29,0.007,0.606,0.015,0.021,40.926,32.554
5067,5067,전남,2015-11-30,0.005,0.554,0.021,0.018,47.916,37.992
5068,5068,전남,2015-12-01,0.008,0.692,0.014,0.026,61.576,47.983
5069,5069,전남,2015-12-02,0.006,0.845,0.011,0.026,59.261,43.099
5070,5070,전남,2015-12-03,0.004,0.338,0.027,0.007,29.976,15.504
5071,5071,전남,2015-12-04,0.003,0.352,0.028,0.009,22.426,14.936
5072,5072,전남,2015-12-05,0.004,0.374,0.026,0.012,34.214,21.893
5073,5073,전남,2015-12-06,0.006,0.525,0.017,0.016,41.63,29.275
5074,5074,전남,2015-12-07,0.006,0.502,0.013,0.022,35.658,25.642
5075,5075,전남,2015-12-08,0.006,0.375,0.017,0.022,36.857,26.15
5076,5076,전남,2015-12-09,0.007,0.368,0.009,0.026,36.347,24.542
5077,5077,전남,2015-12-10,0.005,0.297,0.015,0.018,14.906,11.53
5078,5078,전남,2015-12-11,0.004,0.361,0.02,0.015,28.317,22.31
5079,5079,전남,2015-12-12,0.004,0.312,0.022,0.015,28.896,18.215
5080,5080,전남,2015-12-13,0.007,0.46,0.016,0.021,34.179,23.851
5081,5081,전남,2015-12-14,0.005,0.374,0.016,0.021,27.149,20.716
5082,5082,전남,2015-12-15,0.005,0.405,0.026,0.013,35.173,27.892
5083,5083,전남,2015-12-16,0.003,0.254,0.026,0.008,21.277,12.088
5084,5084,전남,2015-12-17,0.004,0.259,0.024,0.007,14.496,8.774
5085,5085,전남,2015-12-18,0.005,0.38,0.016,0.017,27.275,17.406
5086,5086,전남,2015-12-19,0.007,0.577,0.011,0.025,47.732,33.13
5087,5087,전남,2015-12-20,0.007,0.769,0.006,0.029,54.819,38.812
5088,5088,전남,2015-12-21,0.004,0.525,0.013,0.023,31.075,23.865
5089,5089,전남,2015-12-22,0.006,0.549,0.011,0.025,35.162,24.713
5090,5090,전남,2015-12-23,0.004,0.513,0.011,0.023,25.101,19.797
5091,5091,전남,2015-12-24,0.006,0.533,0.024,0.017,43.014,33.174
5092,5092,전남,2015-12-25,0.004,0.363,0.03,0.01,19.896,11.769
5093,5093,전남,2015-12-26,0.005,0.738,0.022,0.022,82.309,55.158
5094,5094,전남,2015-12-27,0.004,0.551,0.03,0.01,55.831,34.985
5095,5095,전남,2015-12-28,0.003,0.413,0.025,0.011,24.328,15.728
5096,5096,전남,2015-12-29,0.005,0.547,0.019,0.017,33.547,23.094
5097,5097,전남,2015-12-30,0.006,0.733,0.013,0.026,50.75,36.735
5098,5098,전남,2015-12-31,0.006,0.694,0.025,0.018,56.708,44.535
5099,5099,전북,2015-10-01,0.005,0.478,0.029,0.007,15.822,9.978
5100,5100,전북,2015-10-02,0.002,0.286,0.028,0.011,30.493,11.789
5101,5101,전북,2015-10-03,0.004,0.361,0.044,0.011,46.542,23.167
5102,5102,전북,2015-10-04,0.003,0.35,0.031,0.012,31.597,17.361
5103,5103,전북,2015-10-05,0.003,0.426,0.033,0.018,38.264,24.958
5104,5104,전북,2015-10-06,0.004,0.429,0.027,0.021,41.121,26.864
5105,5105,전북,2015-10-07,0.003,0.477,0.03,0.022,56.549,39.662
5106,5106,전북,2015-10-08,0.004,0.428,0.031,0.018,62.639,48.931
5107,5107,전북,2015-10-09,0.004,0.317,0.033,0.013,40.5,16.444
5108,5108,전북,2015-10-10,0.003,0.326,0.038,0.01,42.4,23.171
5109,5109,전북,2015-10-11,0.005,0.279,0.031,0.007,20.873,10.803
5110,5110,전북,2015-10-12,0.004,0.292,0.027,0.01,19.239,8.859
5111,5111,전북,2015-10-13,0.005,0.342,0.024,0.016,34.899,17.304
5112,5112,전북,2015-10-14,0.004,0.462,0.038,0.019,56.348,37.652
5113,5113,전북,2015-10-15,0.003,0.541,0.032,0.021,71.507,55.304
5114,5114,전북,2015-10-16,0.004,0.542,0.033,0.018,78.153,64.028
5115,5115,전북,2015-10-17,0.003,0.607,0.04,0.015,81.264,68.264
5116,5116,전북,2015-10-18,0.003,0.553,0.044,0.011,75.319,63.639
5117,5117,전북,2015-10-19,0.004,0.639,0.038,0.02,87.819,68.694
5118,5118,전북,2015-10-20,0.004,0.772,0.037,0.021,127.125,102.861
5119,5119,전북,2015-10-21,0.004,0.912,0.035,0.021,138.0,111.778
5120,5120,전북,2015-10-22,0.003,0.925,0.034,0.019,156.464,127.986
5121,5121,전북,2015-10-23,0.003,0.671,0.035,0.016,108.174,81.739
5122,5122,전북,2015-10-24,0.003,0.647,0.026,0.015,90.0,74.167
5123,5123,전북,2015-10-25,0.003,0.522,0.025,0.013,48.014,33.903
5124,5124,전북,2015-10-26,0.003,0.351,0.025,0.014,44.792,26.5
5125,5125,전북,2015-10-27,0.004,0.336,0.028,0.009,58.403,14.708
5126,5126,전북,2015-10-28,0.005,0.35,0.021,0.017,47.194,17.903
5127,5127,전북,2015-10-29,0.004,0.33,0.023,0.015,36.043,19.029
5128,5128,전북,2015-10-30,0.003,0.278,0.025,0.008,30.931,14.917
5129,5129,전북,2015-10-31,0.004,0.304,0.021,0.012,32.431,18.764
5130,5130,전북,2015-11-01,0.003,0.46,0.009,0.017,63.5,49.979
5131,5131,전북,2015-11-02,0.004,0.483,0.016,0.017,60.146,47.833
5132,5132,전북,2015-11-03,0.004,0.529,0.024,0.022,76.289,59.089
5133,5133,전북,2015-11-04,0.004,0.596,0.026,0.026,82.688,67.792
5134,5134,전북,2015-11-05,0.004,0.567,0.024,0.027,93.25,77.521
5135,5135,전북,2015-11-06,0.003,0.598,0.023,0.024,104.938,88.292
