,Unnamed: 0,Location,Date,SO2,CO,O3,NO2,PM10,PM25
4447,4447,광주,2015-12-24,0.005,0.673,0.021,0.028,63.095,45.47
4448,4448,광주,2015-12-25,0.003,0.425,0.023,0.022,20.967,11.42
4449,4449,광주,2015-12-26,0.004,1.104,0.013,0.041,85.312,55.444
4450,4450,광주,2015-12-27,0.003,0.595,0.027,0.016,50.88,32.096
4451,4451,광주,2015-12-28,0.003,0.45,0.02,0.021,24.874,14.859
4452,4452,광주,2015-12-29,0.003,0.653,0.012,0.028,42.516,27.677
4453,4453,광주,2015-12-30,0.004,0.817,0.01,0.036,60.708,40.244
4454,4454,광주,2015-12-31,0.005,0.761,0.017,0.029,57.72,43.304
4455,4455,대구,2015-10-01,0.002,0.352,0.018,0.017,21.52,11.905
4456,4456,대구,2015-10-02,0.003,0.199,0.024,0.015,29.945,9.461
4457,4457,대구,2015-10-03,0.003,0.365,0.029,0.021,57.97,30.653
4458,4458,대구,2015-10-04,0.003,0.339,0.03,0.017,43.78,22.923
4459,4459,대구,2015-10-05,0.003,0.422,0.021,0.024,35.78,17.748
4460,4460,대구,2015-10-06,0.003,0.457,0.018,0.033,45.907,26.416
4461,4461,대구,2015-10-07,0.003,0.476,0.021,0.027,44.388,24.444
4462,4462,대구,2015-10-08,0.003,0.501,0.019,0.029,52.659,29.61
4463,4463,대구,2015-10-09,0.002,0.363,0.02,0.022,49.602,26.88
4464,4464,대구,2015-10-10,0.002,0.348,0.029,0.017,37.451,18.389
4465,4465,대구,2015-10-11,0.002,0.26,0.028,0.009,22.944,12.441
4466,4466,대구,2015-10-12,0.002,0.298,0.018,0.016,24.833,13.167
4467,4467,대구,2015-10-13,0.003,0.373,0.015,0.026,38.367,20.222
4468,4468,대구,2015-10-14,0.004,0.47,0.024,0.027,49.123,27.185
4469,4469,대구,2015-10-15,0.004,0.526,0.021,0.034,61.206,36.725
4470,4470,대구,2015-10-16,0.003,0.435,0.021,0.025,50.821,30.186
4471,4471,대구,2015-10-17,0.003,0.429,0.015,0.025,39.615,22.248
4472,4472,대구,2015-10-18,0.003,0.515,0.024,0.029,49.607,30.215
4473,4473,대구,2015-10-19,0.003,0.57,0.02,0.035,64.724,38.896
4474,4474,대구,2015-10-20,0.004,0.66,0.034,0.03,98.804,62.152
4475,4475,대구,2015-10-21,0.004,0.68,0.022,0.041,101.11,62.669
4476,4476,대구,2015-10-22,0.002,0.374,0.034,0.016,55.723,31.433
4477,4477,대구,2015-10-23,0.003,0.427,0.023,0.031,64.951,39.308
4478,4478,대구,2015-10-24,0.003,0.579,0.023,0.031,89.8,59.6
4479,4479,대구,2015-10-25,0.002,0.238,0.034,0.011,34.652,14.695
4480,4480,대구,2015-10-26,0.002,0.267,0.019,0.023,35.254,14.906
4481,4481,대구,2015-10-27,0.003,0.333,0.017,0.023,45.206,17.262
4482,4482,대구,2015-10-28,0.003,0.269,0.021,0.022,38.586,13.75
4483,4483,대구,2015-10-29,0.003,0.352,0.014,0.029,43.441,20.853
4484,4484,대구,2015-10-30,0.003,0.253,0.022,0.019,35.764,14.91
4485,4485,대구,2015-10-31,0.003,0.311,0.016,0.024,37.479,17.097
4486,4486,대구,2015-11-01,0.004,0.516,0.005,0.032,55.754,34.261
4487,4487,대구,2015-11-02,0.004,0.52,0.014,0.031,58.898,35.336
4488,4488,대구,2015-11-03,0.005,0.586,0.018,0.036,66.926,40.727
4489,4489,대구,2015-11-04,0.005,0.623,0.012,0.043,63.298,38.663
4490,4490,대구,2015-11-05,0.006,0.654,0.012,0.046,72.571,44.19
4491,4491,대구,2015-11-06,0.003,0.448,0.025,0.023,63.7,38.708
4492,4492,대구,2015-11-07,0.002,0.439,0.016,0.02,29.943,19.475
4493,4493,대구,2015-11-08,0.002,0.412,0.016,0.016,14.813,7.805
4494,4494,대구,2015-11-09,0.002,0.475,0.019,0.018,19.857,11.16
4495,4495,대구,2015-11-10,0.002,0.538,0.016,0.022,37.382,22.827
4496,4496,대구,2015-11-11,0.002,0.488,0.012,0.02,32.161,16.805
4497,4497,대구,2015-11-12,0.002,0.444,0.018,0.017,25.991,13.034
4498,4498,대구,2015-11-13,0.002,0.349,0.021,0.018,19.72,9.805
4499,4499,대구,2015-11-14,0.002,0.391,0.009,0.02,30.81,18.895
4500,4500,대구,2015-11-15,0.002,0.484,0.011,0.017,31.0,17.5
4501,4501,대구,2015-11-16,0.003,0.631,0.002,0.026,46.709,28.309
4502,4502,대구,2015-11-17,0.003,0.611,0.006,0.023,46.539,26.137
4503,4503,대구,2015-11-18,0.002,0.317,0.021,0.012,13.927,6.562
4504,4504,대구,2015-11-19,0.002,0.36,0.013,0.018,24.667,10.068
4505,4505,대구,2015-11-20,0.003,0.486,0.009,0.024,38.325,19.825
4506,4506,대구,2015-11-21,0.003,0.594,0.002,0.024,53.207,31.407
4507,4507,대구,2015-11-22,0.002,0.49,0.013,0.014,37.54,21.403
4508,4508,대구,2015-11-23,0.002,0.479,0.006,0.019,27.707,14.741
4509,4509,대구,2015-11-24,0.002,0.368,0.021,0.01,23.682,13.539
4510,4510,대구,2015-11-25,0.002,0.281,0.018,0.015,20.867,9.96
4511,4511,대구,2015-11-26,0.002,0.232,0.026,0.011,23.503,11.722
4512,4512,대구,2015-11-27,0.002,0.283,0.021,0.016,34.917,21.497
4513,4513,대구,2015-11-28,0.002,0.337,0.016,0.02,36.993,22.932
4514,4514,대구,2015-11-29,0.003,0.584,0.008,0.028,50.309,32.436
4515,4515,대구,2015-11-30,0.004,0.702,0.01,0.03,61.537,39.957
4516,4516,대구,2015-12-01,0.007,0.849,0.005,0.039,88.84,56.914
4517,4517,대구,2015-12-02,0.005,0.878,0.005,0.033,85.183,53.361
4518,4518,대구,2015-12-03,0.003,0.258,0.024,0.009,30.873,13.462
4519,4519,대구,2015-12-04,0.002,0.261,0.024,0.011,28.512,16.174
4520,4520,대구,2015-12-05,0.003,0.376,0.019,0.017,42.403,22.749
4521,4521,대구,2015-12-06,0.004,0.498,0.014,0.023,41.165,22.495
4522,4522,대구,2015-12-07,0.004,0.588,0.008,0.029,47.929,27.115
4523,4523,대구,2015-12-08,0.004,0.575,0.008,0.032,53.994,31.223
4524,4524,대구,2015-12-09,0.006,0.87,0.004,0.04,84.347,51.96
4525,4525,대구,2015-12-10,0.004,0.884,0.003,0.034,67.264,43.816
4526,4526,대구,2015-12-11,0.002,0.499,0.015,0.019,28.673,16.38
4527,4527,대구,2015-12-12,0.003,0.513,0.012,0.024,41.259,20.487
4528,4528,대구,2015-12-13,0.003,0.611,0.008,0.025,46.668,25.578
4529,4529,대구,2015-12-14,0.003,0.666,0.004,0.027,48.777,28.83
4530,4530,대구,2015-12-15,0.003,0.564,0.015,0.019,48.006,30.849
4531,4531,대구,2015-12-16,0.002,0.367,0.017,0.014,32.519,17.142
4532,4532,대구,2015-12-17,0.003,0.319,0.018,0.011,26.293,13.347
4533,4533,대구,2015-12-18,0.004,0.437,0.011,0.02,36.376,19.129
4534,4534,대구,2015-12-19,0.004,0.699,0.006,0.033,65.284,38.979
4535,4535,대구,2015-12-20,0.004,0.89,0.003,0.035,76.312,48.87
4536,4536,대구,2015-12-21,0.004,0.822,0.005,0.034,69.033,46.397
4537,4537,대구,2015-12-22,0.007,0.857,0.004,0.036,88.473,54.853
4538,4538,대구,2015-12-23,0.007,0.794,0.003,0.032,72.159,48.016
4539,4539,대구,2015-12-24,0.005,0.648,0.011,0.027,68.695,44.647
4540,4540,대구,2015-12-25,0.004,0.382,0.021,0.016,35.746,20.063
4541,4541,대구,2015-12-26,0.006,0.661,0.014,0.029,68.642,36.705
4542,4542,대구,2015-12-27,0.004,0.534,0.023,0.015,65.176,34.947
4543,4543,대구,2015-12-28,0.004,0.404,0.019,0.016,33.8,17.843
4544,4544,대구,2015-12-29,0.006,0.611,0.012,0.027,49.656,28.048
4545,4545,대구,2015-12-30,0.006,0.803,0.006,0.037,69.962,40.801
4546,4546,대구,2015-12-31,0.006,0.802,0.01,0.032,75.597,48.906
4547,4547,대전,2015-10-01,0.001,0.433,0.03,0.005,11.667,5.667
4548,4548,대전,2015-10-02,0.002,0.305,0.013,0.014,22.632,12.526
4549,4549,대전,2015-10-03,0.003,0.367,0.032,0.01,46.25,26.083
4550,4550,대전,2015-10-04,0.002,0.373,0.015,0.017,23.409,15.636
4551,4551,대전,2015-10-05,0.003,0.426,0.015,0.027,31.158,22.211
4552,4552,대전,2015-10-06,0.003,0.45,0.016,0.03,34.2,24.0
4553,4553,대전,2015-10-07,0.003,0.576,0.012,0.044,48.412,37.294
4554,4554,대전,2015-10-08,0.002,0.477,0.019,0.029,53.5,41.091
4555,4555,대전,2015-10-09,0.002,0.317,0.017,0.01,26.652,12.087
4556,4556,대전,2015-10-10,0.002,0.376,0.016,0.014,27.762,19.81
4557,4557,대전,2015-10-11,0.002,0.3,0.015,0.006,12.714,9.429
4558,4558,대전,2015-10-12,0.002,0.325,0.008,0.01,12.25,10.0
4559,4559,대전,2015-10-13,0.002,0.315,0.026,0.014,19.0,13.231
4560,4560,대전,2015-10-14,0.002,0.543,0.02,0.026,31.714,23.429
4561,4561,대전,2015-10-15,0.002,0.639,0.018,0.031,41.957,33.739
4562,4562,대전,2015-10-16,0.002,0.653,0.018,0.035,63.053,56.0
4563,4563,대전,2015-10-17,0.001,0.595,0.021,0.031,62.842,51.474
4564,4564,대전,2015-10-18,0.002,0.581,0.027,0.025,59.857,46.571
4565,4565,대전,2015-10-19,0.002,0.705,0.019,0.033,65.381,52.762
4566,4566,대전,2015-10-20,0.002,0.813,0.017,0.033,93.043,78.174
4567,4567,대전,2015-10-21,0.002,0.813,0.024,0.028,116.261,91.565
4568,4568,대전,2015-10-22,0.001,0.671,0.021,0.024,88.583,70.083
4569,4569,대전,2015-10-23,0.002,0.587,0.037,0.013,100.875,83.25
4570,4570,대전,2015-10-24,0.002,0.604,0.02,0.017,69.087,56.522
4571,4571,대전,2015-10-25,0.001,0.419,0.02,0.014,22.476,16.667
4572,4572,대전,2015-10-26,0.001,0.333,0.02,0.016,22.958,14.083
4573,4573,대전,2015-10-27,0.001,0.343,0.024,0.007,40.619,12.952
4574,4574,대전,2015-10-28,0.001,0.343,0.015,0.014,26.13,11.391
4575,4575,대전,2015-10-29,0.002,0.314,0.02,0.013,22.727,13.091
4576,4576,대전,2015-10-30,0.002,0.31,0.018,0.012,27.0,12.571
4577,4577,대전,2015-10-31,0.003,0.358,0.016,0.013,27.542,18.167
4578,4578,대전,2015-11-01,0.002,0.605,0.004,0.025,44.1,33.8
4579,4579,대전,2015-11-02,0.002,0.579,0.009,0.023,42.211,32.316
4580,4580,대전,2015-11-03,0.003,0.588,0.015,0.028,54.542,43.417
4581,4581,대전,2015-11-04,0.003,0.663,0.011,0.034,57.042,46.5
4582,4582,대전,2015-11-05,0.003,0.552,0.015,0.032,60.174,49.565
4583,4583,대전,2015-11-06,0.002,0.427,0.021,0.022,70.455,57.455
4584,4584,대전,2015-11-07,0.001,0.212,0.025,0.007,11.412,9.647
4585,4585,대전,2015-11-08,0.002,0.205,0.01,0.009,8.227,4.273
4586,4586,대전,2015-11-09,0.002,0.288,0.016,0.006,13.062,8.625
4587,4587,대전,2015-11-10,0.002,0.612,0.016,0.013,61.625,55.75
4588,4588,대전,2015-11-11,0.002,0.629,0.006,0.027,67.333,59.048
4589,4589,대전,2015-11-12,0.002,0.35,0.015,0.015,19.5,14.0
4590,4590,대전,2015-11-13,0.002,0.261,0.025,0.008,12.389,8.222
4591,4591,대전,2015-11-14,0.002,0.29,0.009,0.012,15.476,10.857
4592,4592,대전,2015-11-15,0.002,0.333,0.01,0.01,19.611,14.444
4593,4593,대전,2015-11-16,0.002,0.613,0.002,0.024,31.0,25.2
4594,4594,대전,2015-11-17,0.001,0.48,0.003,0.014,21.65,15.5
4595,4595,대전,2015-11-18,0.001,0.325,0.019,0.008,12.25,8.625
4596,4596,대전,2015-11-19,0.001,0.307,0.012,0.015,12.467,7.733
4597,4597,대전,2015-11-20,0.002,0.365,0.007,0.016,28.882,24.824
4598,4598,대전,2015-11-21,0.003,0.529,0.01,0.008,59.0,52.0
4599,4599,대전,2015-11-22,0.002,0.4,0.019,0.009,31.556,25.556
4600,4600,대전,2015-11-23,0.001,0.323,0.008,0.011,19.692,13.692
4601,4601,대전,2015-11-24,0.002,0.418,0.014,0.01,35.706,29.882
4602,4602,대전,2015-11-25,0.001,0.267,0.018,0.008,9.0,5.833
4603,4603,대전,2015-11-26,0.002,0.258,0.025,0.006,17.684,13.474
4604,4604,대전,2015-11-27,0.002,0.355,0.012,0.013,42.8,36.4
4605,4605,대전,2015-11-28,0.002,0.361,0.009,0.016,38.722,31.444
4606,4606,대전,2015-11-29,0.003,0.486,0.009,0.015,49.955,41.091
4607,4607,대전,2015-11-30,0.003,0.525,0.013,0.013,47.917,40.333
4608,4608,대전,2015-12-01,0.003,0.758,0.005,0.019,55.125,41.625
4609,4609,대전,2015-12-02,0.003,0.983,0.008,0.017,60.957,45.652
4610,4610,대전,2015-12-03,0.002,0.279,0.023,0.004,20.25,12.917
4611,4611,대전,2015-12-04,0.002,0.305,0.015,0.01,31.0,24.35
4612,4612,대전,2015-12-05,0.003,0.355,0.017,0.01,34.727,22.364
4613,4613,대전,2015-12-06,0.003,0.417,0.011,0.014,34.75,25.0
4614,4614,대전,2015-12-07,0.004,0.625,0.003,0.019,56.583,45.625
4615,4615,대전,2015-12-08,0.003,0.773,0.004,0.026,55.273,41.0
4616,4616,대전,2015-12-09,0.004,0.883,0.002,0.027,64.125,46.708
4617,4617,대전,2015-12-10,0.003,0.9,0.002,0.025,47.333,39.733
4618,4618,대전,2015-12-11,0.002,0.547,0.006,0.017,37.529,30.647
4619,4619,대전,2015-12-12,0.002,0.3,0.017,0.012,26.333,14.458
4620,4620,대전,2015-12-13,0.003,0.467,0.01,0.016,36.458,26.125
4621,4621,대전,2015-12-14,0.002,0.558,0.003,0.019,43.211,35.579
4622,4622,대전,2015-12-15,0.002,0.447,0.019,0.01,42.579,31.737
4623,4623,대전,2015-12-16,0.002,0.255,0.02,0.006,18.55,10.4
4624,4624,대전,2015-12-17,0.002,0.322,0.015,0.006,19.389,11.667
4625,4625,대전,2015-12-18,0.003,0.575,0.004,0.011,35.375,21.333
4626,4626,대전,2015-12-19,0.003,0.575,0.005,0.014,56.75,40.542
4627,4627,대전,2015-12-20,0.003,0.783,0.002,0.014,77.708,60.958
4628,4628,대전,2015-12-21,0.002,0.833,0.007,0.015,58.333,50.208
4629,4629,대전,2015-12-22,0.003,0.671,0.003,0.015,55.429,43.19
4630,4630,대전,2015-12-23,0.003,0.7,0.002,0.015,51.95,45.0
4631,4631,대전,2015-12-24,0.005,0.646,0.012,0.017,72.417,55.208
4632,4632,대전,2015-12-25,0.002,0.361,0.017,0.01,26.783,15.783
4633,4633,대전,2015-12-26,0.005,0.758,0.02,0.012,81.125,49.667
4634,4634,대전,2015-12-27,0.004,0.458,0.019,0.007,42.083,26.167
4635,4635,대전,2015-12-28,0.003,0.518,0.013,0.01,29.864,18.5
4636,4636,대전,2015-12-29,0.003,0.71,0.004,0.013,46.55,31.8
4637,4637,대전,2015-12-30,0.003,0.7,0.006,0.012,57.391,40.13
4638,4638,대전,2015-12-31,0.003,0.65,0.008,0.013,50.167,40.458
4639,4639,부산,2015-10-01,0.003,0.383,0.027,0.015,25.343,14.024
4640,4640,부산,2015-10-02,0.004,0.308,0.025,0.016,30.777,13.284
4641,4641,부산,2015-10-03,0.006,0.396,0.031,0.02,40.426,22.069
4642,4642,부산,2015-10-04,0.005,0.368,0.035,0.015,48.323,26.701
4643,4643,부산,2015-10-05,0.005,0.352,0.022,0.022,27.822,15.178
4644,4644,부산,2015-10-06,0.005,0.363,0.024,0.024,31.442,17.92
4645,4645,부산,2015-10-07,0.006,0.331,0.023,0.022,31.135,17.314
4646,4646,부산,2015-10-08,0.006,0.393,0.02,0.03,42.563,24.261
4647,4647,부산,2015-10-09,0.005,0.415,0.028,0.022,50.019,30.206
4648,4648,부산,2015-10-10,0.005,0.351,0.035,0.015,38.596,19.772
4649,4649,부산,2015-10-11,0.004,0.316,0.035,0.009,30.535,17.781
4650,4650,부산,2015-10-12,0.004,0.324,0.023,0.016,27.444,16.096
4651,4651,부산,2015-10-13,0.004,0.338,0.024,0.02,31.529,19.397
4652,4652,부산,2015-10-14,0.005,0.411,0.028,0.026,41.465,27.326
4653,4653,부산,2015-10-15,0.004,0.449,0.028,0.028,49.368,33.921
4654,4654,부산,2015-10-16,0.005,0.41,0.029,0.025,44.789,29.617
4655,4655,부산,2015-10-17,0.005,0.327,0.027,0.02,28.439,16.636
4656,4656,부산,2015-10-18,0.007,0.414,0.026,0.031,42.511,30.25
4657,4657,부산,2015-10-19,0.007,0.5,0.031,0.031,62.167,41.24
4658,4658,부산,2015-10-20,0.006,0.58,0.034,0.032,95.354,67.916
4659,4659,부산,2015-10-21,0.005,0.498,0.029,0.033,86.09,57.264
4660,4660,부산,2015-10-22,0.003,0.327,0.037,0.016,52.779,33.233
4661,4661,부산,2015-10-23,0.005,0.368,0.024,0.032,42.886,27.526
4662,4662,부산,2015-10-24,0.004,0.532,0.034,0.026,78.167,60.854
4663,4663,부산,2015-10-25,0.003,0.257,0.034,0.011,32.832,15.098
4664,4664,부산,2015-10-26,0.003,0.268,0.026,0.019,26.514,13.702
4665,4665,부산,2015-10-27,0.004,0.36,0.02,0.023,45.338,22.433
4666,4666,부산,2015-10-28,0.004,0.316,0.023,0.02,48.08,19.07
4667,4667,부산,2015-10-29,0.006,0.443,0.02,0.03,54.97,29.453
4668,4668,부산,2015-10-30,0.003,0.319,0.024,0.018,36.229,20.9
4669,4669,부산,2015-10-31,0.003,0.328,0.02,0.019,29.219,16.364
4670,4670,부산,2015-11-01,0.004,0.441,0.012,0.028,38.288,26.446
4671,4671,부산,2015-11-02,0.004,0.411,0.022,0.025,46.336,33.928
4672,4672,부산,2015-11-03,0.006,0.467,0.024,0.034,57.728,40.488
4673,4673,부산,2015-11-04,0.006,0.491,0.02,0.038,50.12,35.739
4674,4674,부산,2015-11-05,0.007,0.545,0.018,0.042,55.717,40.018
4675,4675,부산,2015-11-06,0.005,0.432,0.034,0.023,60.61,40.316
4676,4676,부산,2015-11-07,0.004,0.396,0.024,0.022,29.987,24.09
4677,4677,부산,2015-11-08,0.004,0.373,0.017,0.019,17.151,13.058
4678,4678,부산,2015-11-09,0.004,0.381,0.016,0.022,19.38,12.915
4679,4679,부산,2015-11-10,0.004,0.4,0.016,0.021,26.991,19.819
4680,4680,부산,2015-11-11,0.004,0.318,0.02,0.02,19.662,11.503
4681,4681,부산,2015-11-12,0.003,0.313,0.033,0.014,24.339,12.894
4682,4682,부산,2015-11-13,0.004,0.315,0.027,0.019,17.768,11.517
4683,4683,부산,2015-11-14,0.006,0.496,0.01,0.026,33.703,25.019
4684,4684,부산,2015-11-15,0.004,0.451,0.014,0.022,34.566,25.611
4685,4685,부산,2015-11-16,0.006,0.456,0.013,0.031,33.684,23.369
4686,4686,부산,2015-11-17,0.007,0.458,0.014,0.024,36.034,25.511
4687,4687,부산,2015-11-18,0.004,0.338,0.026,0.013,14.056,9.796
4688,4688,부산,2015-11-19,0.005,0.328,0.021,0.019,25.347,13.559
4689,4689,부산,2015-11-20,0.005,0.437,0.01,0.031,36.962,23.353
4690,4690,부산,2015-11-21,0.007,0.548,0.009,0.03,45.02,30.206
4691,4691,부산,2015-11-22,0.007,0.528,0.022,0.018,38.643,26.373
4692,4692,부산,2015-11-23,0.005,0.5,0.013,0.024,29.87,18.18
4693,4693,부산,2015-11-24,0.004,0.441,0.019,0.017,26.345,16.785
4694,4694,부산,2015-11-25,0.004,0.356,0.019,0.019,21.204,13.951
4695,4695,부산,2015-11-26,0.003,0.351,0.029,0.013,19.69,13.556
4696,4696,부산,2015-11-27,0.004,0.371,0.027,0.015,26.354,18.658
4697,4697,부산,2015-11-28,0.004,0.433,0.02,0.023,30.593,23.372
4698,4698,부산,2015-11-29,0.006,0.529,0.015,0.031,38.53,30.952
4699,4699,부산,2015-11-30,0.006,0.563,0.017,0.033,48.983,37.468
4700,4700,부산,2015-12-01,0.006,0.641,0.015,0.033,59.243,43.739
4701,4701,부산,2015-12-02,0.006,0.622,0.014,0.035,51.499,35.582
4702,4702,부산,2015-12-03,0.004,0.429,0.025,0.014,41.808,24.795
4703,4703,부산,2015-12-04,0.004,0.391,0.028,0.013,24.322,16.903
4704,4704,부산,2015-12-05,0.005,0.443,0.02,0.022,37.249,25.475
4705,4705,부산,2015-12-06,0.005,0.554,0.011,0.028,50.363,36.084
4706,4706,부산,2015-12-07,0.006,0.523,0.013,0.029,40.806,27.414
4707,4707,부산,2015-12-08,0.006,0.449,0.015,0.027,29.298,18.211
4708,4708,부산,2015-12-09,0.006,0.518,0.01,0.034,34.234,20.854
4709,4709,부산,2015-12-10,0.005,0.512,0.01,0.034,27.963,20.684
4710,4710,부산,2015-12-11,0.004,0.437,0.028,0.015,27.289,17.8
4711,4711,부산,2015-12-12,0.005,0.408,0.027,0.019,33.6,19.958
4712,4712,부산,2015-12-13,0.006,0.485,0.02,0.026,33.88,22.743
4713,4713,부산,2015-12-14,0.006,0.49,0.014,0.032,35.22,24.45
4714,4714,부산,2015-12-15,0.005,0.512,0.017,0.024,40.923,31.613
4715,4715,부산,2015-12-16,0.004,0.398,0.024,0.015,34.239,23.028
4716,4716,부산,2015-12-17,0.004,0.347,0.021,0.014,21.673,15.64
4717,4717,부산,2015-12-18,0.004,0.422,0.016,0.021,29.849,20.231
4718,4718,부산,2015-12-19,0.006,0.55,0.014,0.029,45.219,32.223
4719,4719,부산,2015-12-20,0.007,0.596,0.008,0.035,46.507,33.598
4720,4720,부산,2015-12-21,0.005,0.562,0.011,0.03,39.656,30.059
4721,4721,부산,2015-12-22,0.005,0.523,0.013,0.03,39.541,27.434
4722,4722,부산,2015-12-23,0.006,0.486,0.013,0.031,39.58,27.566
4723,4723,부산,2015-12-24,0.005,0.506,0.014,0.029,50.371,35.563
4724,4724,부산,2015-12-25,0.004,0.393,0.027,0.017,33.995,24.847
4725,4725,부산,2015-12-26,0.007,0.598,0.022,0.027,71.73,48.211
4726,4726,부산,2015-12-27,0.005,0.565,0.023,0.022,78.618,50.73
4727,4727,부산,2015-12-28,0.004,0.388,0.024,0.017,27.765,17.91
4728,4728,부산,2015-12-29,0.005,0.489,0.018,0.025,39.387,27.088
4729,4729,부산,2015-12-30,0.007,0.578,0.011,0.035,47.075,32.899
4730,4730,부산,2015-12-31,0.007,0.635,0.017,0.031,63.152,48.848
4731,4731,서울,2015-10-01,0.004,0.353,0.017,0.022,15.333,7.915
4732,4732,서울,2015-10-02,0.004,0.339,0.024,0.022,29.333,9.969
4733,4733,서울,2015-10-03,0.005,0.359,0.037,0.02,41.538,16.734
4734,4734,서울,2015-10-04,0.004,0.366,0.023,0.026,27.51,12.046
4735,4735,서울,2015-10-05,0.004,0.452,0.015,0.041,27.962,14.305
4736,4736,서울,2015-10-06,0.005,0.486,0.014,0.044,31.22,16.365
4737,4737,서울,2015-10-07,0.005,0.536,0.013,0.048,44.647,23.032
4738,4738,서울,2015-10-08,0.005,0.539,0.021,0.04,51.722,26.987
4739,4739,서울,2015-10-09,0.005,0.318,0.027,0.018,31.944,10.436
4740,4740,서울,2015-10-10,0.004,0.367,0.021,0.025,21.486,11.43
4741,4741,서울,2015-10-11,0.004,0.352,0.016,0.021,15.96,9.196
4742,4742,서울,2015-10-12,0.004,0.336,0.017,0.019,17.712,9.489
4743,4743,서울,2015-10-13,0.005,0.504,0.015,0.038,30.944,15.608
4744,4744,서울,2015-10-14,0.005,0.715,0.012,0.053,47.137,26.035
4745,4745,서울,2015-10-15,0.006,0.754,0.017,0.059,58.614,35.416
4746,4746,서울,2015-10-16,0.006,0.782,0.017,0.06,68.233,41.228
4747,4747,서울,2015-10-17,0.005,0.709,0.018,0.054,58.486,33.576
4748,4748,서울,2015-10-18,0.005,0.734,0.026,0.045,75.252,47.564
4749,4749,서울,2015-10-19,0.006,0.79,0.022,0.048,97.178,62.195
4750,4750,서울,2015-10-20,0.006,0.757,0.02,0.049,97.423,57.904
4751,4751,서울,2015-10-21,0.006,0.804,0.022,0.045,116.486,70.66
4752,4752,서울,2015-10-22,0.005,0.636,0.017,0.039,79.45,47.912
4753,4753,서울,2015-10-23,0.005,0.524,0.017,0.037,48.727,26.338
4754,4754,서울,2015-10-24,0.004,0.513,0.022,0.029,34.87,21.635
4755,4755,서울,2015-10-25,0.004,0.458,0.02,0.03,29.686,16.153
4756,4756,서울,2015-10-26,0.004,0.448,0.012,0.037,31.051,16.172
4757,4757,서울,2015-10-27,0.004,0.396,0.022,0.022,35.579,13.306
4758,4758,서울,2015-10-28,0.005,0.394,0.018,0.026,30.808,12.387
4759,4759,서울,2015-10-29,0.004,0.401,0.017,0.027,22.871,12.193
4760,4760,서울,2015-10-30,0.004,0.348,0.019,0.019,28.536,10.635
4761,4761,서울,2015-10-31,0.005,0.48,0.013,0.031,31.445,16.092
4762,4762,서울,2015-11-01,0.005,0.606,0.006,0.044,40.542,23.652
4763,4763,서울,2015-11-02,0.006,0.684,0.011,0.046,51.729,29.564
4764,4764,서울,2015-11-03,0.006,0.918,0.012,0.055,70.23,42.541
4765,4765,서울,2015-11-04,0.008,0.917,0.009,0.067,85.811,54.991
4766,4766,서울,2015-11-05,0.006,0.913,0.012,0.063,81.744,52.703
4767,4767,서울,2015-11-06,0.004,0.553,0.021,0.032,48.75,31.845
4768,4768,서울,2015-11-07,0.004,0.406,0.021,0.02,9.463,7.185
4769,4769,서울,2015-11-08,0.003,0.355,0.022,0.018,4.98,3.673
4770,4770,서울,2015-11-09,0.004,0.436,0.012,0.025,13.276,8.934
4771,4771,서울,2015-11-10,0.004,0.661,0.007,0.034,46.475,30.599
4772,4772,서울,2015-11-11,0.004,0.766,0.005,0.043,42.137,25.91
4773,4773,서울,2015-11-12,0.004,0.511,0.013,0.032,16.489,10.218
4774,4774,서울,2015-11-13,0.004,0.439,0.011,0.032,13.287,8.207
4775,4775,서울,2015-11-14,0.004,0.477,0.008,0.035,12.216,8.167
4776,4776,서울,2015-11-15,0.005,0.5,0.009,0.031,19.219,11.986
4777,4777,서울,2015-11-16,0.004,0.608,0.004,0.035,27.906,16.943
4778,4778,서울,2015-11-17,0.004,0.562,0.012,0.03,19.831,12.123
4779,4779,서울,2015-11-18,0.004,0.402,0.017,0.021,10.444,6.285
4780,4780,서울,2015-11-19,0.004,0.414,0.009,0.029,15.415,7.757
4781,4781,서울,2015-11-20,0.005,0.626,0.008,0.034,37.566,22.396
4782,4782,서울,2015-11-21,0.005,0.81,0.01,0.04,50.018,32.986
4783,4783,서울,2015-11-22,0.004,0.628,0.011,0.031,31.142,20.261
4784,4784,서울,2015-11-23,0.003,0.396,0.012,0.025,9.253,5.377
4785,4785,서울,2015-11-24,0.004,0.49,0.013,0.024,24.189,15.955
4786,4786,서울,2015-11-25,0.004,0.402,0.015,0.024,12.588,9.294
4787,4787,서울,2015-11-26,0.005,0.413,0.023,0.017,33.903,24.155
4788,4788,서울,2015-11-27,0.005,0.449,0.018,0.025,39.67,26.211
4789,4789,서울,2015-11-28,0.005,0.66,0.008,0.04,44.576,28.139
4790,4790,서울,2015-11-29,0.005,0.648,0.006,0.034,39.394,28.77
4791,4791,서울,2015-11-30,0.006,0.749,0.01,0.037,42.647,29.135
4792,4792,서울,2015-12-01,0.006,0.918,0.005,0.048,51.489,32.307
4793,4793,서울,2015-12-02,0.006,0.868,0.009,0.04,51.88,31.066
4794,4794,서울,2015-12-03,0.004,0.42,0.016,0.019,20.116,12.474
4795,4795,서울,2015-12-04,0.005,0.454,0.014,0.027,38.63,14.936
